Wall time,Step,Value
1699557677.771205,16384,-1454.7757568359375
1699557706.880233,32768,-1498.9306640625
1699557735.7511454,49152,-1501.064208984375
1699557763.6874895,65536,-1522.5552978515625
1699557791.6955752,81920,-1550.1522216796875
1699557820.412877,98304,-1434.8017578125
1699557848.4023333,114688,-1414.599609375
1699557875.5211346,131072,-1485.8436279296875
1699557902.5176456,147456,-1469.89111328125
1699557929.1420786,163840,-1413.0687255859375
1699557955.6682239,180224,-1490.693603515625
1699557980.0901415,196608,-1509.2978515625
1699558005.0469673,212992,-1488.9859619140625
1699558030.0319574,229376,-1409.351318359375
1699558054.0715556,245760,-1262.954833984375
1699558077.601926,262144,-1177.9141845703125
1699558100.4749825,278528,-971.7701416015625
1699558123.7790208,294912,-864.6869506835938
1699558146.6354825,311296,-640.237060546875
1699558169.0887208,327680,-418.8270263671875
1699558191.3697302,344064,-188.1857452392578
1699558213.6393409,360448,-39.08894729614258
1699558235.777803,376832,189.22561645507812
1699558258.3552966,393216,303.2866516113281
1699558280.2959812,409600,564.9575805664062
1699558302.6924973,425984,762.6705322265625
1699558325.941889,442368,921.362548828125
1699558348.4241195,458752,1072.393310546875
1699558370.9033225,475136,1328.48681640625
1699558393.134828,491520,1572.0958251953125
1699558416.1060376,507904,1774.154296875
1699558437.869063,524288,1925.8734130859375
1699558459.089186,540672,2089.302734375
1699558480.353626,557056,2315.6015625
1699558501.4394336,573440,2672.72021484375
1699558522.478448,589824,2898.874755859375
1699558545.146492,606208,3067.45849609375
1699558566.9523704,622592,3217.8818359375
1699558588.7490363,638976,3430.846435546875
1699558610.23704,655360,3629.1484375
1699558631.865403,671744,3657.74853515625
1699558653.2501566,688128,3753.5966796875
1699558674.7467422,704512,3983.275390625
1699558695.9383175,720896,4069.77783203125
1699558717.1668587,737280,4174.45458984375
1699558738.603912,753664,4615.52880859375
1699558759.9370818,770048,4822.548828125
1699558781.935645,786432,5113.8330078125
1699558803.4616306,802816,5508.5
1699558824.8979137,819200,5561.1640625
1699558847.107158,835584,5769.6728515625
1699558868.557201,851968,6074.91552734375
1699558889.6296906,868352,6424.5078125
1699558910.658277,884736,6802.373046875
1699558931.3596423,901120,7155.70068359375
1699558952.2253394,917504,7429.5244140625
1699558972.9629893,933888,7635.28173828125
1699558993.8790567,950272,7953.14306640625
1699559014.7556305,966656,8230.236328125
1699559035.4106092,983040,8393.431640625
1699559056.289865,999424,8684.458984375
1699559076.6822414,1015808,8902.15625
1699559097.585664,1032192,9202.5625
1699559118.2567465,1048576,9366.029296875
1699559139.0220525,1064960,9719.0869140625
1699559160.0530748,1081344,10039.2880859375
1699559180.7705076,1097728,10597.498046875
1699559201.9959133,1114112,10889.7822265625
1699559222.5919623,1130496,11097.9677734375
1699559243.8067973,1146880,11466.34375
1699559265.3670268,1163264,11914.8544921875
1699559286.6272774,1179648,12063.5341796875
1699559307.749143,1196032,12003.2158203125
1699559328.8407795,1212416,12289.9560546875
1699559350.148869,1228800,12501.3994140625
1699559371.0970712,1245184,12772.62890625
1699559392.1290076,1261568,13231.068359375
1699559412.8608036,1277952,13488.322265625
1699559433.4025688,1294336,13582.802734375
1699559453.950978,1310720,13685.7021484375
1699559474.4573724,1327104,13825.537109375
1699559495.1284642,1343488,14033.9326171875
1699559515.506495,1359872,14245.197265625
1699559535.9347868,1376256,14504.458984375
1699559556.1830225,1392640,14566.619140625
1699559576.4583383,1409024,14909.8505859375
1699559596.4791224,1425408,14768.2626953125
1699559616.9318728,1441792,15000.203125
1699559637.082685,1458176,15092.296875
1699559657.3374572,1474560,15432.7578125
1699559677.5208154,1490944,15588.8974609375
1699559697.9227123,1507328,16086.923828125
1699559718.2807853,1523712,16306.7001953125
1699559738.6654966,1540096,16464.306640625
1699559758.9163465,1556480,16402.470703125
1699559779.240262,1572864,16487.771484375
1699559799.5932403,1589248,16576.2421875
1699559820.0970051,1605632,16801.892578125
1699559840.5707276,1622016,17186.310546875
1699559860.9045768,1638400,17111.431640625
1699559881.3646326,1654784,17346.4921875
1699559901.700366,1671168,17474.876953125
1699559921.9908624,1687552,17665.58984375
1699559942.435608,1703936,17908.556640625
1699559962.7295032,1720320,17910.1796875
1699559983.086581,1736704,18210.26953125
1699560003.4292676,1753088,18732.216796875
1699560023.8708408,1769472,18941.498046875
1699560044.090552,1785856,19129.419921875
1699560064.4812193,1802240,19381.734375
1699560084.7685928,1818624,19392.32421875
1699560105.1593308,1835008,19563.3125
1699560125.3608232,1851392,19725.865234375
1699560145.7546058,1867776,19938.310546875
1699560166.1729105,1884160,20076.9765625
1699560186.4583077,1900544,20143.5078125
1699560206.7659898,1916928,20572.314453125
1699560227.148565,1933312,20964.55859375
1699560247.4624863,1949696,21350.755859375
1699560267.9296725,1966080,21443.33984375
1699560288.1731234,1982464,21694.88671875
1699560308.4524457,1998848,21898.525390625
1699560328.8224068,2015232,22253.220703125
1699560349.5376918,2031616,22139.244140625
1699560369.778666,2048000,22222.119140625
1699560390.141132,2064384,22534.20703125
1699560410.4835699,2080768,22937.029296875
1699560430.8722758,2097152,23232.078125
1699560451.0517213,2113536,23697.248046875
1699560471.2487319,2129920,23999.748046875
1699560491.3852344,2146304,24168.458984375
1699560511.846221,2162688,24286.541015625
1699560531.9790742,2179072,24525.703125
1699560552.335406,2195456,24779.302734375
1699560572.4273586,2211840,24987.8671875
1699560592.8116295,2228224,25378.244140625
1699560613.0586104,2244608,25529.23828125
1699560633.3613005,2260992,25466.404296875
1699560653.6632464,2277376,25621.53125
1699560674.1247835,2293760,25617.203125
1699560694.2154315,2310144,25690.478515625
1699560714.7812119,2326528,25899.62109375
1699560734.864807,2342912,26051.41796875
1699560755.1559904,2359296,26313.4453125
1699560775.3477266,2375680,26598.0
1699560795.686513,2392064,26819.341796875
1699560816.0352056,2408448,27081.4765625
1699560836.52706,2424832,27364.443359375
1699560856.957837,2441216,27576.697265625
1699560877.3310921,2457600,27717.052734375
1699560897.7911677,2473984,28143.88671875
1699560918.1870785,2490368,28334.41015625
1699560938.5959892,2506752,28532.673828125
1699560959.0860167,2523136,28989.73046875
1699560979.1794083,2539520,29131.77734375
1699560999.4699073,2555904,29298.861328125
1699561019.7625778,2572288,29566.2734375
1699561040.109476,2588672,29738.54296875
1699561060.5267704,2605056,29790.576171875
1699561080.9794533,2621440,29754.45703125
1699561101.4027174,2637824,29773.830078125
1699561121.7843187,2654208,29981.138671875
1699561142.1133282,2670592,30141.2265625
1699561162.5774565,2686976,30258.509765625
1699561182.6832478,2703360,30273.435546875
1699561202.9221504,2719744,30105.716796875
1699561223.2231293,2736128,30237.78125
1699561243.6906419,2752512,30144.90234375
1699561264.0184884,2768896,30304.306640625
1699561284.412286,2785280,30355.25
1699561304.730168,2801664,30441.396484375
1699561325.0639546,2818048,30535.580078125
1699561345.3779373,2834432,30715.029296875
1699561365.756894,2850816,30828.318359375
1699561386.2427788,2867200,30912.419921875
1699561406.5753255,2883584,30828.994140625
1699561427.113022,2899968,31310.96875
1699561447.530698,2916352,31619.0703125
1699561467.9291577,2932736,31494.291015625
1699561488.4517064,2949120,31830.818359375
1699561508.6794198,2965504,31690.224609375
1699561529.0614898,2981888,31747.267578125
1699561549.4577487,2998272,31913.779296875
1699561569.9405365,3014656,32139.447265625
1699561590.4721916,3031040,32312.373046875
1699561610.911284,3047424,32229.38671875
1699561631.3231895,3063808,32197.06640625
1699561651.8020048,3080192,32427.84375
1699561672.0059607,3096576,32600.36328125
1699561692.2717135,3112960,32829.19140625
1699561712.4772778,3129344,32824.25
1699561732.7745442,3145728,32767.4609375
1699561753.0797534,3162112,33100.5
1699561773.4241505,3178496,33354.51953125
1699561793.807843,3194880,33345.64453125
1699561814.1227858,3211264,33534.53515625
1699561834.3572898,3227648,33587.33203125
1699561854.5779638,3244032,33513.4921875
1699561874.9031465,3260416,33663.5625
1699561895.3798654,3276800,33615.1953125
1699561915.6567364,3293184,33623.51953125
1699561935.8342004,3309568,33619.59375
1699561956.4843938,3325952,33056.8828125
1699561977.0003967,3342336,32693.88671875
1699561997.27488,3358720,32761.044921875
1699562017.707219,3375104,33052.0234375
1699562038.0158412,3391488,33165.5546875
1699562058.299919,3407872,33220.32421875
1699562078.4733758,3424256,33235.57421875
1699562098.6995046,3440640,33127.33984375
1699562118.9430583,3457024,33225.8046875
1699562139.1878636,3473408,33495.4296875
1699562159.3537536,3489792,33476.921875
1699562179.6079006,3506176,33445.1171875
1699562200.0058913,3522560,33086.7578125
1699562220.09193,3538944,33176.7890625
1699562240.4543567,3555328,33243.80859375
1699562260.62315,3571712,33338.87109375
1699562281.0612338,3588096,33358.015625
1699562301.228782,3604480,33400.7578125
1699562321.5888128,3620864,33466.765625
1699562341.8396218,3637248,33242.765625
1699562362.0621166,3653632,33526.41015625
1699562382.2083485,3670016,33739.34765625
1699562402.6114306,3686400,33690.0
1699562422.677089,3702784,33763.94140625
1699562443.1378584,3719168,33843.82421875
1699562463.2400236,3735552,34046.4609375
1699562483.597826,3751936,34115.9609375
1699562503.84828,3768320,34191.63671875
1699562524.1377985,3784704,34181.9609375
1699562544.5513952,3801088,34283.65625
1699562564.889888,3817472,34415.21484375
1699562585.129225,3833856,34522.69140625
1699562605.5642514,3850240,34723.8671875
1699562625.8285503,3866624,35074.6484375
1699562646.3057332,3883008,34887.21484375
1699562666.6459444,3899392,35064.98828125
1699562686.9742231,3915776,35104.91015625
1699562707.430204,3932160,35205.296875
1699562727.8428702,3948544,35333.328125
1699562748.2813396,3964928,35137.765625
1699562768.8481834,3981312,35020.609375
1699562789.1569245,3997696,35078.8515625
1699562809.4878378,4014080,35243.48828125
1699562829.878194,4030464,35920.51171875
1699562850.168946,4046848,36353.26171875
1699562870.4414089,4063232,36258.7421875
1699562890.9390008,4079616,35988.25390625
1699562911.0719092,4096000,36196.41015625
1699562931.391847,4112384,36246.9140625
1699562951.7121992,4128768,36484.109375
1699562971.8938205,4145152,36666.515625
1699562992.1787462,4161536,36929.05078125
1699563012.506366,4177920,36964.8515625
1699563032.682439,4194304,37086.01171875
1699563052.9085915,4210688,37331.85546875
1699563073.2153137,4227072,37907.05859375
1699563093.6414835,4243456,37962.69140625
1699563113.93805,4259840,38040.16796875
1699563134.250453,4276224,38142.2734375
1699563154.563342,4292608,38476.31640625
1699563174.9792984,4308992,38447.06640625
1699563195.2586794,4325376,38664.265625
1699563215.6254003,4341760,38824.62890625
1699563236.0119526,4358144,39074.06640625
1699563256.4700236,4374528,39091.63671875
1699563276.77803,4390912,39297.08984375
1699563297.073839,4407296,39400.95703125
1699563317.5273862,4423680,39617.71875
1699563337.8852296,4440064,39676.546875
1699563358.3640444,4456448,39643.19140625
1699563378.6341996,4472832,39748.54296875
1699563399.115877,4489216,39833.58984375
1699563419.324153,4505600,40033.2734375
1699563439.5957184,4521984,39995.48046875
1699563459.965865,4538368,39883.03515625
1699563480.4645734,4554752,39976.34375
1699563500.887019,4571136,40096.06640625
1699563521.2131548,4587520,40165.83984375
1699563541.7239902,4603904,40193.73828125
1699563562.025235,4620288,40416.5234375
1699563582.3771036,4636672,40824.546875
1699563602.7058876,4653056,41121.76171875
1699563622.9854136,4669440,41337.24609375
1699563643.343189,4685824,41380.375
1699563663.679206,4702208,41603.94140625
1699563684.096552,4718592,41838.53515625
1699563704.5889754,4734976,41931.77734375
1699563725.0748637,4751360,42119.14453125
1699563745.348889,4767744,42240.4453125
1699563765.658922,4784128,42265.640625
1699563786.0094082,4800512,42316.203125
1699563806.3922698,4816896,42168.4453125
1699563826.7566416,4833280,42347.125
1699563847.0307455,4849664,42306.05078125
1699563867.3970437,4866048,42303.32421875
1699563887.7343614,4882432,42106.75
1699563907.7792563,4898816,42308.046875
1699563928.1632652,4915200,42371.57421875
1699563948.4799995,4931584,42262.4296875
1699563968.7538393,4947968,42355.1484375
1699563988.944976,4964352,42340.265625
1699564009.2538612,4980736,42206.125
1699564029.501485,4997120,42278.3828125
1699564049.8086562,5013504,42112.29296875
1699564070.0261014,5029888,42343.76953125
1699564090.197768,5046272,42412.8671875
1699564110.3935623,5062656,42526.03125
1699564130.8096023,5079040,42295.390625
1699564150.978182,5095424,42353.05078125
1699564171.2638628,5111808,42623.12890625
1699564191.2973416,5128192,42691.8515625
1699564211.575969,5144576,42916.41015625
1699564231.9708383,5160960,42840.8515625
1699564252.2702582,5177344,42923.9140625
1699564272.48578,5193728,43239.390625
1699564292.7102993,5210112,43342.25
1699564313.027095,5226496,43572.8828125
1699564333.2367315,5242880,43463.1015625
1699564353.586263,5259264,43287.56640625
1699564374.008243,5275648,43363.03515625
1699564394.3057616,5292032,43314.484375
1699564414.5903878,5308416,42934.25390625
1699564435.012146,5324800,42936.2421875
1699564455.1622508,5341184,42925.26953125
1699564475.505307,5357568,42914.671875
1699564495.8100884,5373952,42796.546875
1699564516.2444224,5390336,42861.65625
1699564536.4340076,5406720,42987.51953125
1699564556.7958171,5423104,42925.0078125
1699564577.0807562,5439488,42904.0546875
1699564597.4668746,5455872,43170.51953125
1699564617.7999618,5472256,43141.48046875
1699564638.080815,5488640,43144.484375
1699564658.3281162,5505024,43336.00390625
1699564678.448867,5521408,43539.58984375
1699564698.849842,5537792,43611.89453125
1699564719.0690475,5554176,43206.60546875
1699564739.3197055,5570560,43411.58984375
1699564759.7018466,5586944,43381.11328125
1699564779.975979,5603328,43332.72265625
1699564800.2886112,5619712,43575.41015625
1699564820.5174253,5636096,43641.3828125
1699564840.6796029,5652480,43877.65625
1699564861.0530865,5668864,43958.37890625
1699564881.2178223,5685248,43921.5859375
1699564901.652778,5701632,43871.65625
1699564921.901421,5718016,44245.56640625
1699564942.3616414,5734400,44332.96875
1699564962.6331048,5750784,44416.15625
1699564983.1056473,5767168,44411.484375
1699565003.1302962,5783552,44418.3828125
1699565023.412263,5799936,44490.03515625
1699565043.476222,5816320,44491.2421875
1699565063.7673104,5832704,44587.56640625
1699565083.9471948,5849088,44708.69140625
1699565104.2036881,5865472,44780.09375
1699565124.426365,5881856,45031.9453125
1699565144.624727,5898240,45236.53125
1699565164.7380936,5914624,45279.37890625
1699565185.0153542,5931008,45507.45703125
1699565205.1031485,5947392,45656.21875
1699565225.438399,5963776,45758.41015625
1699565245.6570342,5980160,45685.390625
1699565265.8890517,5996544,45664.08203125
1699565286.093449,6012928,45887.3046875
1699565306.1770627,6029312,45839.01953125
1699565326.4426877,6045696,45834.86328125
1699565346.6731238,6062080,45944.3984375
1699565366.8413742,6078464,45945.28125
1699565387.1808152,6094848,46035.0390625
1699565407.2489,6111232,46024.37890625
1699565427.540273,6127616,46071.203125
1699565447.6405158,6144000,46119.69921875
1699565467.923179,6160384,46120.13671875
1699565488.2318494,6176768,46503.796875
1699565508.629212,6193152,46655.921875
1699565528.9610348,6209536,46467.3984375
1699565549.5007348,6225920,46147.2890625
1699565569.794371,6242304,46073.28515625
1699565589.98663,6258688,46124.87109375
1699565610.1549647,6275072,46074.0859375
1699565630.6816826,6291456,45689.7734375
1699565650.9180455,6307840,45871.953125
1699565671.2920718,6324224,45703.49609375
1699565691.4257119,6340608,45708.22265625
1699565711.7473505,6356992,45777.28125
1699565732.0949717,6373376,45784.15625
1699565752.3982651,6389760,45837.12890625
1699565772.73663,6406144,45572.83984375
1699565793.1226065,6422528,45596.1796875
1699565813.3775134,6438912,45592.7265625
1699565833.6531749,6455296,45596.43359375
1699565853.924138,6471680,45595.5546875
1699565874.365509,6488064,45653.50390625
1699565894.5905492,6504448,45699.7109375
1699565914.9458282,6520832,45663.90625
1699565935.3093414,6537216,45676.94140625
1699565955.6354148,6553600,45488.7109375
1699565975.9325032,6569984,45332.21484375
1699565996.25859,6586368,45294.328125
1699566016.440309,6602752,45533.66015625
1699566036.839496,6619136,45292.7421875
1699566056.9998298,6635520,45240.9453125
1699566077.361529,6651904,45204.5703125
1699566097.7007606,6668288,45163.89453125
1699566117.8955605,6684672,45117.21875
1699566138.320874,6701056,45124.65625
1699566158.5606818,6717440,45122.01953125
1699566178.7534943,6733824,45123.17578125
1699566198.9412806,6750208,45076.96875
1699566219.1708543,6766592,45033.55859375
1699566239.390834,6782976,45102.5
1699566259.8550458,6799360,45250.35546875
1699566279.952316,6815744,45676.96484375
1699566300.2875786,6832128,46074.734375
1699566320.701949,6848512,45486.3515625
1699566341.0273178,6864896,45536.36328125
1699566361.1550958,6881280,45880.8359375
1699566381.557954,6897664,45933.20703125
1699566401.7008758,6914048,46002.45703125
1699566421.967073,6930432,46008.30859375
1699566442.147012,6946816,46008.81640625
1699566462.4183078,6963200,46008.609375
1699566482.5991123,6979584,46236.19921875
1699566502.7650185,6995968,46226.9375
1699566523.0305195,7012352,46232.0078125
1699566543.1291995,7028736,46233.80859375
1699566563.2935755,7045120,46226.33203125
1699566583.462031,7061504,46231.3125
1699566603.5946107,7077888,46234.73046875
1699566623.8652418,7094272,46129.76171875
1699566643.965455,7110656,46130.30859375
1699566664.2662652,7127040,46369.796875
1699566684.5092936,7143424,46379.80078125
1699566704.7742953,7159808,46615.72265625
1699566724.8317463,7176192,46653.9453125
1699566744.9906213,7192576,46788.8671875
1699566764.9948184,7208960,46950.19140625
1699566785.3534017,7225344,47004.62109375
1699566805.6706567,7241728,47183.13671875
1699566825.950432,7258112,47239.51953125
1699566846.226767,7274496,47115.140625
1699566866.4860346,7290880,47117.20703125
1699566886.9151056,7307264,47046.92578125
1699566907.2274842,7323648,47049.4765625
1699566927.3783665,7340032,47098.30078125
1699566947.532096,7356416,47142.515625
1699566967.7534761,7372800,47194.38671875
1699566988.0213203,7389184,47247.6328125
1699567008.0575497,7405568,47247.71875
1699567028.2091594,7421952,47146.0859375
1699567048.3682897,7438336,47747.484375
1699567068.5587015,7454720,47745.9921875
1699567088.6182027,7471104,47649.43359375
1699567108.7800417,7487488,47462.69921875
1699567128.913609,7503872,47563.09765625
1699567148.9616938,7520256,47558.69140625
1699567169.062118,7536640,47418.86328125
1699567189.393949,7553024,46714.265625
1699567209.5130188,7569408,46749.9296875
1699567229.649569,7585792,46609.8125
1699567249.6189127,7602176,46565.1953125
1699567269.820517,7618560,46494.046875
1699567289.9155688,7634944,46280.7890625
1699567310.21651,7651328,46279.8125
1699567330.2843192,7667712,46228.51171875
1699567350.5842006,7684096,46372.609375
1699567370.7349267,7700480,46317.6328125
1699567391.0946572,7716864,46205.12890625
1699567411.4070942,7733248,46040.3515625
1699567431.6202266,7749632,46036.38671875
